"Pos","Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","Pick","BMI"
"OG",77,307,5.3,NA,27,NA,NA,NA,203,36.4009107775342
"OLB",75,240,4.62,8,25,21,7.59,4.21,82,29.9946666666667
"RB",69,209,4.46,13,30,35,6.9,4.08,204,30.8605335013653
"SS",71,213,4.5,6.5,31,20,NA,NA,92,29.7042253521127
"TE",76,262,4.8,NA,31,NA,NA,NA,201,31.8881578947368
"OLB",74,257,4.81,11,23,26,7,4.12,89,32.9932432432432
"TE",75,258,4.81,11,31,35,6.95,NA,88,32.2442666666667
"TE",76,260,4.84,14.5,NA,43,NA,NA,223,31.6447368421053
"DT",75,300,5,17,25,48,7.31,4.24,139,37.4933333333333
"CB",68,186,4.44,7,39,29,NA,NA,79,28.2781141868512
"FB",73,245,4.7,13.5,26,31,7.1,4.27,136,32.3203227622443
"DT",77,303,5.15,14.5,22,43,7.75,4.6,218,35.9266318097487
"C",74,299,5.19,20.5,NA,44,7.85,4.54,44,38.3851351351351
"OLB",72,243,4.68,7,26,27,6.71,3.83,101,32.953125
"DT",75,294,4.96,13,19,39,7.43,4.41,146,36.7434666666667
"RB",70,220,4.62,8,26,31,7.06,4.06,56,31.5632653061224
"OG",75,306,5.08,NA,14,NA,NA,NA,116,38.2432
"FS",75,216,4.61,10,31,17,6.93,4.1,120,26.9952
"OLB",76,242,4.6,11,32,25,6.86,4.05,133,29.4539473684211
"WR",69,191,4.47,10,NA,30,6.71,3.78,65,28.2026885108171
"FS",74,199,4.66,9.5,NA,20,NA,NA,131,25.5472972972973
"DE",76,257,4.93,12,24,32,7.09,4.23,238,31.2796052631579
"CB",70,196,4.47,9.5,34,27,7,4.24,59,28.12
"DE",75,260,4.74,NA,NA,NA,NA,NA,104,32.4942222222222
"DT",76,308,4.91,NA,NA,NA,NA,NA,12,37.4868421052632
"WR",73,188,4.57,9,NA,26,NA,NA,63,24.8009007318446
"CB",70,186,4.31,NA,NA,NA,NA,NA,17,26.685306122449
"OLB",75,234,4.69,9.5,NA,24,6.99,4.28,167,29.2448
"WR",72,194,4.53,4.5,NA,17,7,4.1,48,26.3082561728395
"OLB",75,243,4.69,NA,33,NA,NA,NA,77,30.3696
"QB",75,223,4.67,11,NA,39,7.05,4.28,1,27.8700444444444
"WR",72,190,4.32,7,NA,21,6.68,3.93,46,25.7658179012346
"RB",68,237,4.47,11,19,31,7.18,4.25,257,36.0317906574394
"CB",70,177,4.5,NA,NA,NA,NA,NA,175,25.3940816326531
"DE",77,284,4.97,NA,17,NA,NA,NA,147,33.6738067127678
"OT",80,313,5.27,16.5,19,46,7.65,4.6,29,34.38109375
"CB",71,201,4.62,15,36,24,NA,NA,125,28.0307478674866
"RB",72,195,4.47,8,NA,35,6.87,4.02,95,26.4438657407407
"QB",74,220,4.59,11,NA,32,7.06,4.11,235,28.2432432432432
"FS",74,212,4.53,8.5,25,23,6.75,3.88,127,27.2162162162162
"FB",73,248,4.57,NA,NA,NA,NA,NA,135,32.7160818164759
"QB",74,245,4.74,NA,NA,NA,NA,NA,117,31.4527027027027
"DT",77,304,5,15,19,38,7.83,4.67,96,36.0452015516951
"WR",73,194,4.42,6.5,NA,24,6.77,4.1,47,25.5924188403077
"ILB",73,244,4.77,14.5,29,35,NA,NA,141,32.1884030775005
"DE",79,276,4.86,13,13,40,7.18,4.25,61,31.0892485178657
"QB",74,210,4.81,13.5,NA,41,6.9,4.08,163,26.9594594594595
"RB",72,254,4.45,NA,NA,NA,NA,NA,18,34.4448302469136
"FB",73,244,4.53,6,28,24,7.25,4.12,107,32.1884030775005
"CB",69,190,4.35,NA,NA,NA,NA,NA,110,28.0550304557866
"DE",77,265,4.75,NA,NA,NA,NA,NA,35,31.4209816157868
"WR",70,191,4.49,NA,NA,NA,NA,NA,62,27.4026530612245
"CB",70,178,4.57,9.5,46,26,6.64,3.92,173,25.5375510204082
"QB",75,224,4.77,14.5,NA,41,6.75,3.87,137,27.9950222222222
"OLB",73,233,4.67,15,NA,37,7.3,NA,49,30.7372865453181
"OG",76,349,5.49,17.5,17,50,8.12,4.81,39,42.4769736842105
"OLB",73,231,4.83,16,25,NA,7.18,4.41,128,30.4734471758304
"RB",73,222,4.57,10.5,29,28,6.82,4.16,34,29.2861700131357
"C",75,300,5.46,19,17,48,7.51,4.6,76,37.4933333333333
"DT",77,310,4.91,11.5,17,36,7.85,4.81,43,36.7566200033732
"DE",73,266,4.48,NA,21,NA,NA,NA,11,35.0906361418653
"OLB",77,248,4.64,4,29,25,7.09,4.21,143,29.4052960026986
"WR",73,193,4.56,NA,NA,NA,6.87,4.06,33,25.4604991555639
"QB",74,235,4.82,12.5,NA,36,7.35,4.26,108,30.1689189189189
"WR",72,217,4.56,5.5,NA,21,6.82,4.13,253,29.4272762345679
"CB",69,177,4.59,9,38,30,7.18,4.29,212,26.1354757403907
"OG",75,318,5.13,NA,NA,NA,NA,NA,154,39.7429333333333
"RB",73,214,4.55,12,33,28,NA,NA,84,28.2308125351848
"TE",75,248,4.64,10,NA,29,NA,NA,21,30.9944888888889
"DE",75,282,4.69,15,25,29,7.69,4.39,25,35.2437333333333
"SS",72,209,4.66,NA,25,35,NA,NA,140,28.342399691358
"RB",72,221,4.6,4,22,26,NA,NA,16,29.9697145061728
"DE",75,272,4.87,15,NA,38,7.52,4.25,126,33.9939555555556
"OG",76,316,5.34,15.5,NA,47,8.15,5.05,37,38.4605263157895
"DE",76,259,4.67,6,29,18,6.97,4.19,240,31.5230263157895
"TE",74,251,4.69,15.5,31,34,7.07,4.21,169,32.222972972973
"DT",74,295,5.27,15.5,NA,43,NA,4.64,121,37.8716216216216
"QB",76,215,4.89,14,NA,35,7,4.21,3,26.1677631578947
"OLB",75,253,4.55,12,22,32,7.15,4.44,23,31.6193777777778
"ILB",74,238,4.87,6,NA,29,7.24,NA,198,30.5540540540541
"WR",71,193,4.45,13,NA,33,6.65,4.26,144,26.9150962110692
"FB",70,224,4.78,14.5,24,30,7.27,4.08,166,32.1371428571429
"DT",78,320,5.09,NA,NA,NA,NA,NA,15,36.9756738987508
"TE",77,255,4.77,11,28,27,6.87,4.1,174,30.2352841963232
"OG",76,305,5.22,18,16,44,7.56,4.6,239,37.1217105263158
"DT",79,308,4.87,18.5,25,37,7.71,4.66,9,34.6937990706618
"RB",73,206,4.57,11,23,34,7.11,4.29,241,27.175455057234
"OT",78,300,5.33,17.5,29,46,7.58,4.54,171,34.6646942800789
"WR",74,200,4.65,11,NA,NA,NA,NA,184,25.6756756756757
"DT",74,293,5.06,12.5,26,34,7.37,4.36,83,37.6148648648649
"FS",72,210,4.58,NA,21,34,NA,NA,94,28.4780092592593
"WR",71,186,4.47,5,NA,18,6.84,4.04,206,25.938901011704
"CB",72,204,4.49,10,31,23,NA,NA,5,27.6643518518519
"WR",74,225,4.7,11.5,NA,29,7.12,4.02,123,28.8851351351351
"FB",73,242,4.74,12,27,28,7.4,4.35,145,31.9245637080128
"DE",77,258,4.82,10.5,32,28,7.21,4.36,98,30.5909934221623
"TE",76,251,4.6,8,31,30,6.9,4.18,55,30.5493421052632
"TE",75,265,4.79,12.5,29,36,7.43,4.43,155,33.1191111111111
"OT",77,304,5.21,NA,NA,44,NA,NA,10,36.0452015516951
"WR",69,180,4.35,NA,NA,NA,NA,NA,226,26.578449905482
"DE",77,279,4.89,12.5,23,40,7.28,4.51,242,33.0809580030359
"QB",74,221,4.86,19,NA,47,7.34,4.5,158,28.3716216216216
"OT",77,293,5.09,16.5,25,39,7.34,4.49,248,34.740934390285
"OLB",75,244,4.62,13.5,29,33,6.75,4.25,71,30.4945777777778
"WR",75,197,4.49,NA,NA,NA,NA,NA,19,24.6206222222222
"SS",73,211,4.6,9.5,33,25,6.96,4.14,58,27.8350534809533
"WR",67,155,4.31,11,NA,28,6.84,4.11,254,24.2737803519715
"CB",70,194,4.48,9.5,34,28,7.1,4.01,159,27.8330612244898
"CB",73,196,4.58,10.5,37,29,6.65,3.97,161,25.8562582097955
"TE",79,270,4.76,13.5,27,32,6.84,4.17,118,30.4133952892165
"SS",74,221,4.49,5,27,25,6.81,4.07,188,28.3716216216216
"SS",72,209,4.52,NA,31,NA,NA,NA,181,28.342399691358
"FB",71,245,4.89,14,26,39,7.53,4.34,129,34.1668319777822
"WR",73,190,4.55,13.5,NA,28,7.08,4.17,202,25.0647401013323
"WR",73,203,4.47,9.5,NA,24,6.83,4.09,149,26.7796960030024
"QB",76,221,4.59,7.5,NA,27,6.85,3.9,81,26.8980263157895
"SS",75,208,4.5,6.5,36,21,6.51,3.92,57,25.9953777777778
"C",75,300,4.97,12.5,26,42,7.36,4.51,90,37.4933333333333
"OT",80,343,5.13,NA,NA,NA,NA,NA,7,37.67640625
"TE",75,247,4.88,16.5,31,35,7.58,4.28,114,30.8695111111111
"OT",75,318,5.31,NA,21,NA,NA,NA,93,39.7429333333333
"WR",70,190,4.51,12.5,NA,30,6.84,NA,162,27.2591836734694
"FS",73,220,4.55,11,34,19,7,4.15,150,29.022330643648
"ILB",75,250,4.82,12.5,23,34,7.48,4.38,245,31.2444444444444
"RB",71,208,4.53,7.5,26,28,NA,NA,54,29.0069430668518
"RB",71,219,4.62,11.5,34,27,7.12,NA,197,30.5409640944257
"WR",74,200,4.69,12.5,NA,30,6.87,4.27,222,25.6756756756757
"QB",74,223,4.88,17,NA,40,7.46,4.28,186,28.6283783783784
"SS",74,215,4.61,11,27,30,NA,NA,70,27.6013513513514
"DE",75,259,4.65,13.5,28,31,7.37,4.31,80,32.3692444444444
"TE",75,265,4.77,7.5,28,30,NA,NA,138,33.1191111111111
"DE",75,279,4.81,12.5,25,33,7.46,4.27,60,34.8688
"TE",76,255,4.75,17,28,37,7.34,4.29,103,31.0361842105263
"DE",78,283,4.74,NA,NA,NA,NA,NA,2,32.7003616042078
"C",75,300,5.07,12.5,13,50,7.68,4.69,124,37.4933333333333
"RB",70,214,4.68,12,35,28,7.59,4.6,199,30.7024489795918
"FS",73,214,4.66,14.5,31,32,NA,NA,157,28.2308125351848
"OT",76,320,5.22,16,NA,41,7.84,4.81,50,38.9473684210526
"DT",75,295,5.25,NA,NA,NA,NA,NA,231,36.8684444444444
"RB",71,204,4.42,NA,NA,NA,NA,NA,51,28.4491172386431
"OG",76,317,5.31,18,23,NA,NA,NA,215,38.5822368421053
"QB",74,219,5.24,12.5,NA,35,7.12,4.09,32,28.1148648648649
"ILB",75,229,4.66,NA,23,NA,NA,NA,69,28.6199111111111
"FS",71,201,4.57,NA,NA,NA,NA,NA,24,28.0307478674866
"WR",70,210,4.54,NA,NA,NA,NA,NA,36,30.1285714285714
"CB",71,186,4.47,6.5,39,27,NA,4.15,85,25.938901011704
"OLB",74,251,4.73,10,27,30,7.02,4.19,177,32.222972972973
"OG",78,331,5.57,21,29,54,9,5.16,259,38.2467126890204
"CB",71,197,4.56,NA,32,29,NA,NA,75,27.4729220392779
"TE",77,253,4.97,15,35,33,7.37,4.27,160,29.9981447124304
"CB",74,205,4.47,NA,NA,NA,NA,NA,27,26.3175675675676
"WR",71,185,4.36,NA,NA,NA,NA,NA,87,25.7994445546519
"WR",73,200,4.49,NA,NA,NA,NA,NA,151,26.3839369487709
"TE",77,263,NA,11.5,NA,NA,NA,NA,67,31.1838421318941
"RB",71,218,4.42,5.5,28,23,6.96,3.93,185,30.4015076373735
"DE",76,268,4.9,13.5,23,37,7.5,4.61,234,32.6184210526316
"DT",75,279,5.08,NA,27,NA,NA,NA,172,34.8688
"CB",70,194,4.47,8.5,38,27,NA,NA,26,27.8330612244898
"TE",77,255,4.64,NA,NA,NA,NA,NA,14,30.2352841963232
"OG",75,311,5.3,17.5,25,49,7.84,4.71,30,38.8680888888889
"DT",76,311,5.09,NA,22,NA,NA,NA,6,37.8519736842105
"OLB",74,244,4.53,4,23,22,7.1,4.11,38,31.3243243243243
"SS",73,193,4.62,15.5,NA,37,7,4.22,246,25.4604991555639
"RB",73,227,4.42,NA,NA,NA,NA,NA,214,29.9457684368549
"WR",72,197,4.22,NA,NA,NA,NA,NA,13,26.7150848765432
"DE",76,265,4.98,9.5,25,35,7.35,4.22,193,32.2532894736842
"RB",68,194,4.6,14,34,26,NA,NA,119,29.4943771626298
"TE",79,265,4.77,NA,NA,NA,NA,NA,28,29.8501842653421
"OLB",72,231,4.53,13.5,26,37,NA,NA,260,31.3258101851852
"ILB",74,236,4.83,10.5,30,27,6.56,4.09,111,30.2972972972973
"RB",71,213,4.58,13,27,33,NA,NA,207,29.7042253521127
"DE",76,266,4.47,11.5,16,NA,NA,NA,22,32.375
"CB",71,180,4.64,11,39,25,NA,NA,176,25.102162269391
"OLB",72,229,4.51,12,28,31,7.21,4.1,31,31.0545910493827
"FS",73,220,4.59,12.5,37,27,NA,NA,41,29.022330643648
"OLB",74,236,4.62,10.5,23,30,6.93,4.09,106,30.2972972972973
"DT",74,305,4.93,16,NA,45,NA,4.36,42,39.1554054054054
"WR",75,210,4.38,6.5,NA,19,6.86,4.05,20,26.2453333333333
"OT",80,344,5.26,17.5,28,45,8.09,4.95,53,37.78625
"C",76,308,5.37,14,15,43,7.68,4.63,66,37.4868421052632
"DT",75,296,4.95,13.5,25,38,7.37,4.31,52,36.9934222222222
"RB",73,243,4.52,NA,NA,NA,NA,NA,99,32.0564833927566
"CB",73,211,4.43,11,34,31,7.25,4.22,100,27.8350534809533
"RB",68,200,4.57,9,23,29,7.09,NA,91,30.4065743944637
"SS",69,207,4.58,9.5,29,26,6.96,NA,209,30.5652173913043
"OT",78,375,5.3,16,20,45,NA,NA,4,43.3308678500986
"SS",72,219,4.53,15.5,36,32,NA,NA,8,29.6984953703704
"FS",74,222,4.46,7.5,30,22,6.78,3.93,45,28.5
"SS",72,209,4.56,7.5,21,27,6.62,3.87,97,28.342399691358
"TE",76,245,4.92,12.5,32,31,7.09,4.1,250,29.8190789473684
"OLB",73,231,4.68,8,24,25,7.09,4.21,73,30.4734471758304
"SS",72,210,4.63,7.5,26,26,NA,NA,228,28.4780092592593
"OLB",74,227,4.61,9.5,23,21,7.13,4.25,136,29.1418918918919
"DT",72,299,5.13,15.5,NA,38,7.68,4.59,57,40.5472608024691
"WR",74,209,4.59,6.5,NA,26,7.22,NA,127,26.8310810810811
"RB",74,241,4.6,NA,NA,NA,NA,NA,85,30.9391891891892
"CB",74,213,4.45,8.5,33,23,NA,NA,31,27.3445945945946
"OLB",75,233,4.58,4,NA,12,NA,NA,34,29.1198222222222
"DE",74,264,4.79,NA,24,NA,NA,NA,239,33.8918918918919
"OLB",74,236,4.67,11.5,17,24,7,4.08,29,30.2972972972973
"ILB",73,243,4.89,16,30,35,7.23,4.34,135,32.0564833927566
"CB",74,205,4.45,NA,NA,NA,NA,NA,92,26.3175675675676
"WR",73,217,4.58,11,NA,30,6.74,4.06,197,28.6265715894164
"OT",78,314,5.18,16,NA,41,7.65,4.5,153,36.2823800131492
"WR",73,216,4.72,12.5,NA,33,7.35,4.33,54,28.4946519046725
"QB",75,234,4.61,10.5,NA,30,7.2,4.02,19,29.2448
"FS",72,203,4.4,10,27,28,NA,NA,119,27.5287422839506
"DE",78,277,4.73,12,24,31,7.14,4.31,32,32.0070677186062
"OG",76,301,5.38,17.5,24,51,8.12,4.77,185,36.6348684210526
"ILB",73,242,4.75,13,24,34,NA,NA,68,31.9245637080128
"RB",75,220,4.46,NA,NA,NA,NA,NA,93,27.4951111111111
"WR",72,197,4.51,3.5,NA,21,6.96,4.16,71,26.7150848765432
"SS",72,216,4.56,10,30,27,7.04,4.16,217,29.2916666666667
"WR",76,223,4.34,8,NA,20,6.73,4.26,60,27.1414473684211
"TE",75,257,4.65,8.5,NA,24,NA,NA,24,32.1192888888889
"C",75,301,5.16,19,NA,45,7.81,4.69,157,37.6183111111111
"CB",69,181,4.55,14,NA,28,6.98,4.2,205,26.7261079605125
"ILB",72,236,4.73,13.5,24,NA,7.08,4.29,94,32.0038580246914
"TE",76,254,4.63,10.5,32,29,7.47,4.53,148,30.9144736842105
"WR",71,186,4.42,10,NA,25,6.76,3.99,74,25.938901011704
"CB",72,186,4.42,6,30,16,7.01,NA,30,25.2233796296296
"FB",71,235,4.56,7.5,28,31,7.25,4.37,165,32.7722674072605
"OG",78,310,5.26,18,27,51,8.1,4.97,160,35.8201840894149
"OG",78,347,5.58,21,NA,55,NA,NA,81,40.0954963839579
"QB",77,208,4.7,NA,NA,NA,NA,NA,241,24.662506324844
"SS",70,207,4.45,NA,NA,NA,NA,NA,58,29.6981632653061
"FS",73,205,4.52,NA,29,NA,NA,NA,240,27.0435353724901
"FB",73,233,4.71,13.5,28,34,7.18,4.29,236,30.7372865453181
"WR",71,196,4.52,12,NA,25,7.41,4.35,196,27.3334655822257
"DT",75,301,5.17,NA,20,45,NA,NA,114,37.6183111111111
"C",75,303,5.18,NA,NA,NA,NA,NA,21,37.8682666666667
"RB",73,219,4.35,NA,22,10,NA,NA,96,28.8904109589041
"CB",72,198,4.39,11,31,23,NA,NA,46,26.8506944444444
"OT",77,338,5.23,19,NA,47,NA,NA,20,40.0765727778715
"DT",73,307,5.2,19,NA,47,NA,4.79,146,40.4993432163633
"OG",76,307,5.05,21.5,13,52,8.24,4.92,208,37.3651315789474
"WR",74,213,4.52,10.5,NA,31,7.05,4.16,167,27.3445945945946
"WR",76,217,4.45,NA,NA,NA,NA,NA,143,26.4111842105263
"RB",72,223,4.65,NA,27,NA,NA,NA,235,30.2409336419753
"DE",75,295,4.9,NA,NA,NA,NA,NA,195,36.8684444444444
"WR",73,205,4.44,11.5,NA,31,7.54,4.43,231,27.0435353724901
"CB",69,194,4.32,11,NA,18,6.9,3.96,172,28.6456626759084
"ILB",72,251,4.86,18.5,30,38,NA,NA,210,34.0380015432099
"OLB",72,228,4.68,NA,NA,NA,NA,NA,86,30.9189814814815
"DE",74,272,4.78,10.5,22,28,NA,NA,131,34.9189189189189
"DE",74,267,4.78,14,30,42,7.23,4.32,176,34.277027027027
"RB",67,195,4.48,8,28,24,NA,4.08,108,30.5379817331254
"FB",71,232,4.59,14,20,34,7.73,4.68,121,32.3538980361039
"CB",70,192,4.49,10,31,29,6.82,4,107,27.5461224489796
"OT",76,300,5.05,14.5,21,35,7.69,4.39,8,36.5131578947368
"QB",73,217,5.06,NA,NA,NA,NA,NA,22,28.6265715894164
"ILB",75,252,4.88,13,28,37,7.55,4.46,228,31.4944
"FS",74,209,4.61,13,33,30,6.8,3.92,42,26.8310810810811
"OT",79,310,5.2,10.5,NA,40,7.98,4.65,26,34.9190834802115
"ILB",73,238,4.75,15.5,NA,40,7.57,4.35,70,31.3968849690373
"DE",76,281,4.87,15.5,26,38,NA,NA,14,34.2006578947368
"ILB",73,245,4.8,NA,29,NA,NA,NA,40,32.3203227622443
"ILB",72,252,4.86,13,20,30,7.26,4.33,53,34.1736111111111
"OG",73,333,5.3,NA,19,NA,8.46,5.13,102,43.9292550197035
"FS",74,208,4.55,11.5,36,25,6.99,4.03,137,26.7027027027027
"WR",70,178,4.56,14.5,NA,33,7.34,4.28,221,25.5375510204082
"DE",74,267,4.86,16,25,41,7.68,4.52,194,34.277027027027
"OT",78,303,5.08,15,12,43,7.72,4.57,73,35.0113412228797
"DE",76,266,4.86,9,35,33,7.69,4.5,59,32.375
"WR",72,205,4.42,NA,NA,NA,NA,NA,44,27.7999614197531
"ILB",74,242,4.71,13.5,NA,34,7.53,4.54,103,31.0675675675676
"FS",73,206,4.56,12.5,30,30,7.01,4.19,100,27.175455057234
"WR",77,247,4.61,12.5,NA,NA,NA,NA,63,29.2867262607522
"RB",73,228,4.45,NA,30,NA,NA,NA,27,30.0776881215988
"FB",71,260,4.9,17,29,44,NA,NA,118,36.2586788335648
"DT",75,284,5.07,17.5,28,40,7.72,4.58,109,35.4936888888889
"WR",74,214,4.57,NA,NA,NA,NA,NA,17,27.472972972973
"WR",71,201,4.38,7.5,NA,20,NA,NA,45,28.0307478674866
"WR",74,230,4.41,7,NA,15,NA,NA,3,29.527027027027
"C",75,305,4.95,NA,NA,NA,NA,NA,38,38.1182222222222
"TE",76,272,4.78,15.5,30,38,NA,NA,41,33.1052631578947
"DT",77,308,5.18,NA,20,NA,NA,NA,25,36.5194805194805
"SS",72,218,4.61,11,NA,34,NA,NA,198,29.5628858024691
"WR",72,186,4.42,11,NA,22,7.51,4.24,203,25.2233796296296
"DE",76,273,4.75,9.5,26,26,NA,NA,48,33.2269736842105
"DT",76,322,5.2,NA,NA,NA,NA,NA,12,39.1907894736842
"SS",71,204,4.46,8,33,20,6.88,3.96,62,28.4491172386431
"DE",75,281,4.95,11,24,33,7.5,4.37,141,35.1187555555556
"C",76,299,5.42,18,29,41,7.99,4.73,133,36.3914473684211
"QB",75,213,4.77,16,NA,46,6.92,4.1,201,26.6202666666667
"DT",71,283,4.94,12.5,23,36,7.52,4.43,117,39.4661773457647
"OT",78,316,5.14,15,21,44,7.95,4.62,215,36.5134779750164
"C",75,297,5.43,17.5,22,46,8.26,4.56,164,37.1184
"DT",74,290,5.08,18,23,41,NA,NA,171,37.2297297297297
"DT",76,327,4.98,16,26,41,7.78,4.69,147,39.7993421052632
"TE",75,249,4.82,7,23,27,7.42,4.42,156,31.1194666666667
"QB",77,241,4.85,NA,NA,NA,NA,NA,7,28.575307809074
"CB",72,196,4.48,11.5,36,28,6.95,4.15,152,26.579475308642
"SS",72,200,4.65,12.5,38,32,7.42,4.21,244,27.1219135802469
"WR",72,184,4.62,10,NA,NA,NA,NA,124,24.9521604938272
"DT",78,302,5.1,NA,NA,42,NA,NA,126,34.8957922419461
"C",76,301,5.28,NA,NA,NA,NA,NA,249,36.6348684210526
"RB",70,233,4.67,NA,NA,NA,NA,NA,218,33.4283673469388
"WR",71,215,4.49,14,NA,28,7.32,4.26,158,29.983138266217
"OG",75,301,5.14,16,19,42,7.75,4.77,168,37.6183111111111
"CB",69,185,4.52,9.5,37,30,7.11,4.17,82,27.3167401806343
"OG",74,304,5.06,16.5,22,40,7.59,4.4,72,39.027027027027
"WR",68,169,4.43,NA,NA,NA,NA,NA,106,25.6935553633218
"DE",74,264,4.67,12,NA,30,7.28,4.58,15,33.8918918918919
"RB",72,223,4.45,NA,NA,NA,NA,NA,23,30.2409336419753
"CB",70,201,4.57,9,34,21,6.88,4.09,111,28.8373469387755
"WR",76,210,4.61,NA,NA,NA,NA,NA,95,25.5592105263158
"DE",76,248,4.88,11.5,27,30,NA,NA,128,30.1842105263158
"FS",74,201,4.52,9.5,40,17,7.11,4.18,188,25.8040540540541
"ILB",73,253,4.69,9,24,30,7.32,4.24,47,33.3756802401952
"DE",79,257,4.93,11.5,33,32,7.36,4.39,227,28.9490466271431
"DT",75,324,5.1,NA,NA,NA,NA,NA,183,40.4928
"DT",73,303,5.04,14,20,43,7.64,4.29,174,39.9716644773879
"OLB",72,237,4.71,NA,NA,NA,NA,NA,49,32.1394675925926
"FB",74,240,4.65,13.5,27,33,7.29,4.26,247,30.8108108108108
"DE",74,285,5,14,27,43,7.71,4.57,145,36.5878378378378
"FB",73,255,4.73,14.5,NA,33,7.78,4.32,134,33.6395196096829
"TE",76,259,4.86,17.5,30,45,7.37,4.34,234,31.5230263157895
"C",77,301,5.26,NA,28,NA,NA,NA,50,35.689492325856
"CB",70,189,4.37,5,NA,11,6.88,3.83,5,27.1157142857143
"FS",74,220,4.65,12.5,32,28,7.08,4.16,154,28.2432432432432
"OLB",73,241,4.6,NA,23,NA,NA,NA,191,31.7926440232689
"DE",76,269,4.79,13,NA,32,NA,NA,18,32.7401315789474
"FS",73,208,4.57,10.5,24,32,6.87,4.08,140,27.4392944267217
"QB",77,232,4.65,NA,NA,NA,NA,NA,1,27.5081801315568
"OT",78,337,5.3,NA,11,NA,NA,NA,173,38.940006574622
"OLB",75,246,4.65,9,28,22,7.07,4.35,67,30.7445333333333
"DE",75,298,4.8,NA,NA,NA,NA,NA,79,37.2433777777778
"ILB",73,251,4.78,18.5,21,NA,NA,NA,51,33.1118408707075
"DE",74,243,4.63,7,NA,19,NA,NA,129,31.1959459459459
"FS",74,206,4.57,8,35,22,6.77,4.21,252,26.4459459459459
"RB",70,229,4.68,NA,NA,NA,NA,NA,99,32.8544897959184
"FB",70,265,4.62,NA,27,NA,NA,NA,229,38.019387755102
"SS",70,206,4.4,NA,NA,NA,NA,NA,16,29.554693877551
"QB",76,249,4.99,15.5,NA,46,7.42,4.36,88,30.3059210526316
"DE",76,279,4.88,NA,25,NA,NA,NA,66,33.9572368421053
"DT",73,317,5.15,NA,NA,NA,NA,NA,4,41.8185400638018
"WR",74,202,4.4,NA,NA,NA,NA,NA,2,25.9324324324324
"CB",71,185,4.49,10.5,40,27,6.95,4.14,120,25.7994445546519
"FS",74,202,4.54,8.5,35,19,7.44,4.45,258,25.9324324324324
"DT",74,297,5.21,14.5,NA,36,7.73,4.72,187,38.1283783783784
"SS",72,216,4.64,9.5,NA,35,7.13,4.3,182,29.2916666666667
"OT",77,330,5.48,18,26,49,7.85,4.72,122,39.1280148423006
"SS",73,219,4.6,NA,36,NA,NA,NA,55,28.8904109589041
"DT",74,312,5.16,17.5,21,48,8.12,5,116,40.0540540540541
"TE",76,261,4.8,NA,29,NA,NA,NA,76,31.7664473684211
"OLB",74,245,4.72,15,29,36,7.27,4.32,251,31.4527027027027
"TE",76,251,4.65,6.5,21,27,7.09,4.31,91,30.5493421052632
"QB",76,220,4.84,15,NA,44,7.38,4.21,97,26.7763157894737
"TE",75,258,4.62,9,23,25,6.74,4.25,61,32.2442666666667
"RB",73,232,4.45,10.5,NA,24,NA,NA,77,30.6053668605742
"RB",70,220,4.48,NA,30,NA,NA,NA,105,31.5632653061224
"TE",77,243,4.79,10.5,33,29,7.23,4.37,223,28.8124472929668
"OT",76,296,5.14,13.5,25,33,7.62,4.75,78,36.0263157894737
"OG",77,307,5,16,31,38,7.7,4.49,151,36.4009107775342
"OG",78,297,4.96,10,NA,28,7.36,4.42,33,34.3180473372781
"OT",77,302,4.99,11,17,32,7.83,4.62,37,35.8080620678023
"CB",70,187,4.53,10.5,33,26,6.98,4.04,90,26.8287755102041
"RB",72,202,4.44,NA,NA,NA,NA,NA,115,27.3931327160494
"DE",75,262,4.84,NA,NA,NA,NA,NA,10,32.7441777777778
"DT",75,313,5.1,NA,NA,NA,NA,NA,6,39.1180444444444
"OG",76,303,5.23,17.5,24,44,7.81,4.51,184,36.8782894736842
"OLB",74,240,4.58,10.5,20,24,7.01,4.22,52,30.8108108108108
"CB",73,207,4.49,6,37,16,7.05,3.89,35,27.3073747419779
"OLB",72,231,4.65,11.5,30,36,6.97,4.07,43,31.3258101851852
"RB",71,233,4.6,NA,30,NA,NA,NA,132,32.4933544931561
"WR",73,202,4.67,10,NA,28,6.99,4.23,169,26.6477763182586
"CB",71,199,4.38,7,38,20,6.87,4.32,11,27.7518349533823
"CB",70,188,4.34,11,33,24,7.25,4.2,178,26.9722448979592
"DE",74,288,5.24,NA,23,36,NA,NA,238,36.972972972973
"WR",70,193,4.66,11.5,NA,32,7.01,4.11,139,27.6895918367347
"TE",78,252,4.72,12.5,25,32,7.57,4.3,161,29.1183431952663
"QB",71,196,4.56,8,NA,20,6.98,4.14,110,27.3334655822257
"DE",76,272,4.9,NA,19,NA,NA,NA,150,33.1052631578947
"CB",71,184,4.67,15,38,38,7.05,4.29,170,25.6599880975997
"OT",79,321,5.14,14.5,29,40,7.61,4.5,75,36.1581477327351
"DT",77,307,5.1,NA,22,NA,NA,NA,13,36.4009107775342
"WR",74,223,4.42,NA,NA,NA,NA,NA,65,28.6283783783784
"CB",73,204,4.38,8,40,22,7.14,4.13,98,26.9116156877463
"OT",75,300,5.16,17,26,43,8.35,4.56,177,37.4933333333333
